SP Name,Service Name,Tariff,Short Code,Opt-In,Opt-Out,Out Of Balance,Charged Units,Total Revenue,Date
Window,Herbals Medicine - SOnline,300 IQD,4054,0,1,12,7,"2,100.00 IQD",8/19/2024
Window,Valorant Heros,300 IQD,4054,0,0,2,0,0.00 IQD,8/19/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,2,219,258,"77,400.00 IQD",8/19/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,1,14,516,614,"184,200.00 IQD",8/19/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,0,25,22,"6,600.00 IQD",8/19/2024
Window,Video Games Tutorial,300 IQD,4054,0,0,10,9,"2,700.00 IQD",8/19/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,2,275,323,"96,900.00 IQD",8/19/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,0,74,86,"25,800.00 IQD",8/19/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,0,6,652,669,"200,700.00 IQD",8/19/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,4,230,278,"83,400.00 IQD",8/19/2024
Servas,Gaming portal,300 IQD,4054,0,0,4,1,300.00 IQD,8/19/2024
Servas,Women portal,300 IQD,4054,0,0,1,0,0.00 IQD,8/19/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,0,5,452,945,"283,500.00 IQD",8/19/2024
Dharam,Footballer Stars Club,300 IQD,4054,0,8,511,524,"157,200.00 IQD",8/19/2024
Dharam,Quiz Champ,300 IQD,4054,0,2,102,110,"33,000.00 IQD",8/19/2024
Gamester,TinyMinies,300 IQD,4054,0,0,62,94,"28,200.00 IQD",8/19/2024
Qadisha,books shelf,300 IQD,4054,0,12,2336,2432,"729,600.00 IQD",8/19/2024
Costar,Magic Games,300 IQD,4054,0,2,288,403,"120,900.00 IQD",8/19/2024
Megamaynd,High Fives,300 IQD,4054,0,1,148,250,"75,000.00 IQD",8/19/2024
Forest,Plat-Games,300 IQD,4054,0,3,89,104,"31,200.00 IQD",8/19/2024
Cookies,Play and Play,400 IQD,4054,1,4,262,162,"64,800.00 IQD",8/19/2024
Hyve,Fantasy5,400 IQD,4054,0,0,15,14,"5,600.00 IQD",8/19/2024
Grand Technology,Games Zone,300 IQD,4054,0,1,160,248,"74,400.00 IQD",8/19/2024
window-tech,Cooking World,300 IQD,4068,0,0,1,2,600.00 IQD,8/19/2024
window-tech,Cooking World - Sonline,300 IQD,4068,1,0,5,1,300.00 IQD,8/19/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,0,0,18,5,"1,500.00 IQD",8/19/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,3,1,300.00 IQD,8/19/2024
window-tech,Health & Beauty - GOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/19/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/19/2024
window-tech,Online Games - GOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/19/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/19/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/19/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/19/2024
MobMerchant,Pocket Library,300 IQD,4054,0,0,76,57,"17,100.00 IQD",8/18/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,0,4,111,84,"25,200.00 IQD",8/18/2024
Window,Arab Cooking,300 IQD,4054,0,1,0,0,0.00 IQD,8/18/2024
Window,FIFA Tutorials,300 IQD,4054,0,0,1,1,300.00 IQD,8/18/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,0,3,300,316,"94,800.00 IQD",8/18/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,0,9,651,662,"198,600.00 IQD",8/18/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,0,15,18,"5,400.00 IQD",8/18/2024
Window,GameZilla,300 IQD,4054,1,1,0,1,300.00 IQD,8/18/2024
Window,GameZilla-GBOnline,300 IQD,4054,0,6,379,438,"131,400.00 IQD",8/18/2024
Window,GameZilla-GOnline,300 IQD,4054,0,0,53,61,"18,300.00 IQD",8/18/2024
Window,GameZilla-SAOnline,300 IQD,4054,0,14,738,896,"268,800.00 IQD",8/18/2024
Window,GameZilla-SOnline,300 IQD,4054,0,1,170,182,"54,600.00 IQD",8/18/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,3,141,111,"33,300.00 IQD",8/18/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,0,12,685,746,"223,800.00 IQD",8/18/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,0,12,7,"2,100.00 IQD",8/18/2024
Window,Valorant Heros,300 IQD,4054,0,0,2,0,0.00 IQD,8/18/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,5,221,260,"78,000.00 IQD",8/18/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,1,8,504,633,"189,900.00 IQD",8/18/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,1,21,27,"8,100.00 IQD",8/18/2024
Window,Video Games Tutorial,300 IQD,4054,1,0,11,7,"2,100.00 IQD",8/18/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,4,281,320,"96,000.00 IQD",8/18/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,0,75,85,"25,500.00 IQD",8/18/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,1,7,658,667,"200,100.00 IQD",8/18/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,4,230,281,"84,300.00 IQD",8/18/2024
Servas,Gaming portal,300 IQD,4054,1,2,0,0,0.00 IQD,8/18/2024
Servas,Women portal,300 IQD,4054,0,0,1,0,0.00 IQD,8/18/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,0,2,454,946,"283,800.00 IQD",8/18/2024
Dharam,Footballer Stars Club,300 IQD,4054,0,4,0,0,0.00 IQD,8/18/2024
Dharam,Quiz Champ,300 IQD,4054,0,1,98,115,"34,500.00 IQD",8/18/2024
Gamester,TinyMinies,300 IQD,4054,0,0,55,101,"30,300.00 IQD",8/18/2024
Qadisha,books shelf,300 IQD,4054,0,11,1160,1241,"372,300.00 IQD",8/18/2024
Costar,Magic Games,300 IQD,4054,0,5,0,0,0.00 IQD,8/18/2024
Megamaynd,High Fives,300 IQD,4054,0,1,135,264,"79,200.00 IQD",8/18/2024
Forest,Plat-Games,300 IQD,4054,0,0,89,106,"31,800.00 IQD",8/18/2024
Cookies,Play and Play,400 IQD,4054,0,6,242,187,"74,800.00 IQD",8/18/2024
Hyve,Fantasy5,400 IQD,4054,0,1,17,13,"5,200.00 IQD",8/18/2024
Grand Technology,Games Zone,300 IQD,4054,0,1,155,253,"75,900.00 IQD",8/18/2024
window-tech,Cooking World,300 IQD,4068,0,0,1,2,600.00 IQD,8/18/2024
window-tech,Cooking World - Sonline,300 IQD,4068,0,1,5,2,600.00 IQD,8/18/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,1,0,0,0,0.00 IQD,8/18/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,3,1,300.00 IQD,8/18/2024
window-tech,Health & Beauty - GOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/18/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/18/2024
window-tech,Online Games - GOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/18/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/18/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/18/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/18/2024
MobMerchant,Pocket Library,300 IQD,4054,0,3,74,60,"18,000.00 IQD",8/17/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,1,2,0,0,0.00 IQD,8/17/2024
Window,Arab Cooking,300 IQD,4054,0,0,10,1,300.00 IQD,8/17/2024
Window,FIFA Tutorials,300 IQD,4054,0,0,1,1,300.00 IQD,8/17/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,0,2,292,327,"98,100.00 IQD",8/17/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,0,5,660,662,"198,600.00 IQD",8/17/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,0,17,16,"4,800.00 IQD",8/17/2024
Window,GameZilla-GBOnline,300 IQD,4054,1,2,375,446,"133,800.00 IQD",8/17/2024
Window,GameZilla-GOnline,300 IQD,4054,0,0,63,51,"15,300.00 IQD",8/17/2024
Window,GameZilla-SAOnline,300 IQD,4054,0,8,743,906,"271,800.00 IQD",8/17/2024
Window,GameZilla-SOnline,300 IQD,4054,0,2,158,197,"59,100.00 IQD",8/17/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,1,129,123,"36,900.00 IQD",8/17/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,0,7,690,751,"225,300.00 IQD",8/17/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,0,14,5,"1,500.00 IQD",8/17/2024
Window,Valorant Heros,300 IQD,4054,0,0,2,0,0.00 IQD,8/17/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,3,236,250,"75,000.00 IQD",8/17/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,0,5,531,612,"183,600.00 IQD",8/17/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,0,21,27,"8,100.00 IQD",8/17/2024
Window,Video Games Tutorial,300 IQD,4054,0,0,10,8,"2,400.00 IQD",8/17/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,3,281,324,"97,200.00 IQD",8/17/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,0,72,88,"26,400.00 IQD",8/17/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,0,7,663,669,"200,700.00 IQD",8/17/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,3,238,279,"83,700.00 IQD",8/17/2024
Servas,Gaming portal,300 IQD,4054,0,0,10,2,600.00 IQD,8/17/2024
Servas,Women portal,300 IQD,4054,0,0,1,0,0.00 IQD,8/17/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,0,4,465,937,"281,100.00 IQD",8/17/2024
Dharam,Footballer Stars Club,300 IQD,4054,0,7,1033,1050,"315,000.00 IQD",8/17/2024
Dharam,Quiz Champ,300 IQD,4054,0,2,96,119,"35,700.00 IQD",8/17/2024
Gamester,TinyMinies,300 IQD,4054,0,1,64,93,"27,900.00 IQD",8/17/2024
Qadisha,books shelf,300 IQD,4054,0,13,0,0,0.00 IQD,8/17/2024
Costar,Magic Games,300 IQD,4054,0,2,589,804,"241,200.00 IQD",8/17/2024
Megamaynd,High Fives,300 IQD,4054,0,3,130,271,"81,300.00 IQD",8/17/2024
Forest,Plat-Games,300 IQD,4054,0,4,86,111,"33,300.00 IQD",8/17/2024
Cookies,Play and Play,400 IQD,4054,0,4,263,171,"68,400.00 IQD",8/17/2024
Hyve,Fantasy5,400 IQD,4054,0,0,13,17,"6,800.00 IQD",8/17/2024
Grand Technology,Games Zone,300 IQD,4054,0,5,160,252,"75,600.00 IQD",8/17/2024
window-tech,Cooking World,300 IQD,4068,0,0,1,2,600.00 IQD,8/17/2024
window-tech,Cooking World - Sonline,300 IQD,4068,2,1,5,1,300.00 IQD,8/17/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,0,0,37,7,"2,100.00 IQD",8/17/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,2,2,600.00 IQD,8/17/2024
window-tech,Health & Beauty - GOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/17/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/17/2024
window-tech,Online Games - GOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/17/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/17/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/17/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/17/2024
MobMerchant,Pocket Library,300 IQD,4054,0,0,77,59,"17,700.00 IQD",8/16/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,0,3,240,157,"47,100.00 IQD",8/16/2024
Window,Arab Cooking,300 IQD,4054,1,1,4,2,600.00 IQD,8/16/2024
Window,FIFA Tutorials,300 IQD,4054,1,1,2,1,300.00 IQD,8/16/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,0,1,289,333,"99,900.00 IQD",8/16/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,0,8,619,710,"213,000.00 IQD",8/16/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,0,17,16,"4,800.00 IQD",8/16/2024
Window,GameZilla-GBOnline,300 IQD,4054,0,6,374,449,"134,700.00 IQD",8/16/2024
Window,GameZilla-GOnline,300 IQD,4054,0,1,64,51,"15,300.00 IQD",8/16/2024
Window,GameZilla-SAOnline,300 IQD,4054,0,2,731,921,"276,300.00 IQD",8/16/2024
Window,GameZilla-SOnline,300 IQD,4054,0,0,165,190,"57,000.00 IQD",8/16/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,2,126,128,"38,400.00 IQD",8/16/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,1,11,679,768,"230,400.00 IQD",8/16/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,1,10,9,"2,700.00 IQD",8/16/2024
Window,Online Games,300 IQD,4054,0,1,0,0,0.00 IQD,8/16/2024
Window,Valorant Heros,300 IQD,4054,0,0,2,0,0.00 IQD,8/16/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,1,228,259,"77,700.00 IQD",8/16/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,0,3,513,635,"190,500.00 IQD",8/16/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,0,20,28,"8,400.00 IQD",8/16/2024
Window,Video Games Tutorial,300 IQD,4054,2,1,11,8,"2,400.00 IQD",8/16/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,3,266,343,"102,900.00 IQD",8/16/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,0,76,84,"25,200.00 IQD",8/16/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,0,11,0,0,0.00 IQD,8/16/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,3,232,289,"86,700.00 IQD",8/16/2024
Servas,Gaming portal,300 IQD,4054,0,0,5,1,300.00 IQD,8/16/2024
Servas,Women portal,300 IQD,4054,0,0,1,0,0.00 IQD,8/16/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,0,8,463,945,"283,500.00 IQD",8/16/2024
Dharam,Footballer Stars Club,300 IQD,4054,0,2,497,554,"166,200.00 IQD",8/16/2024
Dharam,Quiz Champ,300 IQD,4054,0,0,91,125,"37,500.00 IQD",8/16/2024
Gamester,TinyMinies,300 IQD,4054,0,0,60,97,"29,100.00 IQD",8/16/2024
Qadisha,books shelf,300 IQD,4054,0,12,2292,2556,"766,800.00 IQD",8/16/2024
Costar,Magic Games,300 IQD,4054,0,0,292,407,"122,100.00 IQD",8/16/2024
Megamaynd,High Fives,300 IQD,4054,0,4,120,284,"85,200.00 IQD",8/16/2024
Forest,Plat-Games,300 IQD,4054,0,1,81,119,"35,700.00 IQD",8/16/2024
Cookies,Play and Play,400 IQD,4054,0,3,267,171,"68,400.00 IQD",8/16/2024
Hyve,Fantasy5,400 IQD,4054,0,1,15,16,"6,400.00 IQD",8/16/2024
Grand Technology,Games Zone,300 IQD,4054,0,2,156,258,"77,400.00 IQD",8/16/2024
window-tech,Cooking World,300 IQD,4068,0,0,2,1,300.00 IQD,8/16/2024
window-tech,Cooking World - Sonline,300 IQD,4068,1,0,4,1,300.00 IQD,8/16/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,0,0,21,1,300.00 IQD,8/16/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,2,2,600.00 IQD,8/16/2024
window-tech,Health & Beauty - GOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/16/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,1,1,1,300.00 IQD,8/16/2024
window-tech,Online Games - GOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/16/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/16/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/16/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/16/2024
MobMerchant,Pocket Library,300 IQD,4054,2,1,0,0,0.00 IQD,8/15/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,2,0,127,72,"21,600.00 IQD",8/15/2024
Window,Arab Cooking,300 IQD,4054,0,1,6,1,300.00 IQD,8/15/2024
Window,FIFA Tutorials,300 IQD,4054,0,0,1,1,300.00 IQD,8/15/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,0,0,295,327,"98,100.00 IQD",8/15/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,0,6,630,706,"211,800.00 IQD",8/15/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,0,16,17,"5,100.00 IQD",8/15/2024
Window,GameZilla-GBOnline,300 IQD,4054,0,5,370,459,"137,700.00 IQD",8/15/2024
Window,GameZilla-GOnline,300 IQD,4054,1,2,59,58,"17,400.00 IQD",8/15/2024
Window,GameZilla-SAOnline,300 IQD,4054,0,15,732,928,"278,400.00 IQD",8/15/2024
Window,GameZilla-SOnline,300 IQD,4054,0,3,166,190,"57,000.00 IQD",8/15/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,0,127,128,"38,400.00 IQD",8/15/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,0,7,693,766,"229,800.00 IQD",8/15/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,1,13,8,"2,400.00 IQD",8/15/2024
Window,Valorant Heros,300 IQD,4054,0,0,2,0,0.00 IQD,8/15/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,3,0,0,0.00 IQD,8/15/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,0,5,547,605,"181,500.00 IQD",8/15/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,0,20,28,"8,400.00 IQD",8/15/2024
Window,Video Games Tutorial,300 IQD,4054,0,0,12,5,"1,500.00 IQD",8/15/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,2,278,333,"99,900.00 IQD",8/15/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,1,84,77,"23,100.00 IQD",8/15/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,1,11,1300,1393,"417,900.00 IQD",8/15/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,2,232,290,"87,000.00 IQD",8/15/2024
Servas,Gaming portal,300 IQD,4054,0,0,5,1,300.00 IQD,8/15/2024
Servas,Women portal,300 IQD,4054,0,0,1,0,0.00 IQD,8/15/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,1,3,462,951,"285,300.00 IQD",8/15/2024
Dharam,Footballer Stars Club,300 IQD,4054,0,6,519,538,"161,400.00 IQD",8/15/2024
Dharam,Quiz Champ,300 IQD,4054,0,0,95,121,"36,300.00 IQD",8/15/2024
Gamester,TinyMinies,300 IQD,4054,0,0,59,98,"29,400.00 IQD",8/15/2024
Qadisha,books shelf,300 IQD,4054,0,17,1162,1280,"384,000.00 IQD",8/15/2024
Costar,Magic Games,300 IQD,4054,1,4,277,426,"127,800.00 IQD",8/15/2024
Megamaynd,High Fives,300 IQD,4054,0,2,117,291,"87,300.00 IQD",8/15/2024
Forest,Plat-Games,300 IQD,4054,0,1,100,100,"30,000.00 IQD",8/15/2024
Cookies,Play and Play,400 IQD,4054,0,3,269,174,"69,600.00 IQD",8/15/2024
Hyve,Fantasy5,400 IQD,4054,0,1,14,17,"6,800.00 IQD",8/15/2024
Grand Technology,Games Zone,300 IQD,4054,0,1,163,254,"76,200.00 IQD",8/15/2024
window-tech,Cooking World,300 IQD,4068,0,0,3,0,0.00 IQD,8/15/2024
window-tech,Cooking World - Sonline,300 IQD,4068,0,0,3,2,600.00 IQD,8/15/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,0,0,18,4,"1,200.00 IQD",8/15/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,2,2,600.00 IQD,8/15/2024
window-tech,Health & Beauty - GBOnline,300 IQD,4068,1,1,0,0,0.00 IQD,8/15/2024
window-tech,Health & Beauty - GOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/15/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,0,1,1,300.00 IQD,8/15/2024
window-tech,Online Games - GBOnline,300 IQD,4068,0,1,0,0,0.00 IQD,8/15/2024
window-tech,Online Games - GOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/15/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/15/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/15/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/15/2024
MobMerchant,Pocket Library,300 IQD,4054,0,3,155,116,"34,800.00 IQD",8/14/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,1,3,120,80,"24,000.00 IQD",8/14/2024
Window,Arab Cooking,300 IQD,4054,1,0,5,1,300.00 IQD,8/14/2024
Window,FIFA Tutorials,300 IQD,4054,0,0,1,1,300.00 IQD,8/14/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,0,4,268,356,"106,800.00 IQD",8/14/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,1,8,646,699,"209,700.00 IQD",8/14/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,0,16,17,"5,100.00 IQD",8/14/2024
Window,GameZilla-GBOnline,300 IQD,4054,0,3,0,0,0.00 IQD,8/14/2024
Window,GameZilla-GOnline,300 IQD,4054,0,0,61,55,"16,500.00 IQD",8/14/2024
Window,GameZilla-SAOnline,300 IQD,4054,0,12,753,917,"275,100.00 IQD",8/14/2024
Window,GameZilla-SOnline,300 IQD,4054,0,2,166,192,"57,600.00 IQD",8/14/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,1,127,129,"38,700.00 IQD",8/14/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,3,11,701,765,"229,500.00 IQD",8/14/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,0,14,7,"2,100.00 IQD",8/14/2024
Window,Valorant Heros,300 IQD,4054,0,0,2,0,0.00 IQD,8/14/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,2,443,539,"161,700.00 IQD",8/14/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,0,8,548,608,"182,400.00 IQD",8/14/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,1,20,29,"8,700.00 IQD",8/14/2024
Window,Video Games Tutorial,300 IQD,4054,0,1,12,5,"1,500.00 IQD",8/14/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,1,5,277,340,"102,000.00 IQD",8/14/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,0,80,81,"24,300.00 IQD",8/14/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,0,10,666,695,"208,500.00 IQD",8/14/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,1,242,281,"84,300.00 IQD",8/14/2024
Servas,Gaming portal,300 IQD,4054,0,0,5,1,300.00 IQD,8/14/2024
Servas,Women portal,300 IQD,4054,0,0,1,0,0.00 IQD,8/14/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,0,8,455,962,"288,600.00 IQD",8/14/2024
Dharam,Footballer Stars Club,300 IQD,4054,0,7,483,576,"172,800.00 IQD",8/14/2024
Dharam,Quiz Champ,300 IQD,4054,0,1,86,130,"39,000.00 IQD",8/14/2024
Gamester,TinyMinies,300 IQD,4054,0,0,57,100,"30,000.00 IQD",8/14/2024
Qadisha,books shelf,300 IQD,4054,0,23,1181,1280,"384,000.00 IQD",8/14/2024
Costar,Magic Games,300 IQD,4054,2,3,269,434,"130,200.00 IQD",8/14/2024
Megamaynd,High Fives,300 IQD,4054,0,0,117,291,"87,300.00 IQD",8/14/2024
Forest,Plat-Games,300 IQD,4054,0,1,92,110,"33,000.00 IQD",8/14/2024
Cookies,Play and Play,400 IQD,4054,0,3,259,184,"73,600.00 IQD",8/14/2024
Hyve,Fantasy5,400 IQD,4054,0,0,18,14,"5,600.00 IQD",8/14/2024
Grand Technology,Games Zone,300 IQD,4054,0,3,168,249,"74,700.00 IQD",8/14/2024
window-tech,Cooking World,300 IQD,4068,0,0,3,0,0.00 IQD,8/14/2024
window-tech,Cooking World - Sonline,300 IQD,4068,2,3,3,2,600.00 IQD,8/14/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,0,0,19,3,900.00 IQD,8/14/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,3,1,300.00 IQD,8/14/2024
window-tech,Health & Beauty - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/14/2024
window-tech,Health & Beauty - GOnline,300 IQD,4068,1,0,0,0,0.00 IQD,8/14/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,0,1,1,300.00 IQD,8/14/2024
window-tech,Online Games - GBOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/14/2024
window-tech,Online Games - GOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/14/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/14/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/14/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/14/2024
MobMerchant,Pocket Library,300 IQD,4054,0,1,74,65,"19,500.00 IQD",8/13/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,0,1,118,84,"25,200.00 IQD",8/13/2024
Window,Arab Cooking,300 IQD,4054,0,0,6,0,0.00 IQD,8/13/2024
Window,FIFA Tutorials,300 IQD,4054,0,0,1,1,300.00 IQD,8/13/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,0,2,283,344,"103,200.00 IQD",8/13/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,0,5,630,719,"215,700.00 IQD",8/13/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,0,18,15,"4,500.00 IQD",8/13/2024
Window,GameZilla-GBOnline,300 IQD,4054,0,6,726,945,"283,500.00 IQD",8/13/2024
Window,GameZilla-GOnline,300 IQD,4054,0,0,65,51,"15,300.00 IQD",8/13/2024
Window,GameZilla-SAOnline,300 IQD,4054,0,9,776,908,"272,400.00 IQD",8/13/2024
Window,GameZilla-SOnline,300 IQD,4054,0,0,162,198,"59,400.00 IQD",8/13/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,1,104,152,"45,600.00 IQD",8/13/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,0,7,0,0,0.00 IQD,8/13/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,0,13,8,"2,400.00 IQD",8/13/2024
Window,Valorant Heros,300 IQD,4054,0,0,2,0,0.00 IQD,8/13/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,6,232,264,"79,200.00 IQD",8/13/2024
